Date,Open,High,Low,Close,Volume,Currency
20181109,88.30269622802734,89.5656967163086,50.680999755859375,68.75080108642578,2585660.0,0
20181110,70.2655029296875,98.51339721679688,61.192901611328125,87.05580139160156,4748070.0,0
20181111,87.6958999633789,125.11199951171876,83.154296875,113.46700286865234,8902820.0,0
20181112,116.45500183105467,123.55599975585938,104.4499969482422,112.06400299072266,10779600.0,0
20181113,109.90299987792967,208.4019927978516,109.29900360107422,208.4019927978516,20708000.0,0
20181114,205.7559967041016,243.78500366210935,155.3820037841797,174.80799865722656,36795500.0,0
20181115,176.281005859375,179.51400756835938,70.96920013427734,93.70279693603516,40105900.0,0
20181116,94.46510314941406,134.29299926757812,76.7948989868164,122.96700286865234,180605000.0,0
20181117,123.29199981689452,143.0279998779297,122.14099884033205,130.47999572753906,200816000.0,0
20181118,130.29299926757812,130.74899291992188,105.28800201416016,106.2239990234375,83486800.0,0
20181119,105.83699798583984,107.71199798583984,69.65869903564453,72.1134033203125,97310700.0,0
20181120,71.64859771728516,72.96849822998047,48.37979888916016,50.66189956665039,124675000.0,0
20181121,51.12149810791016,54.2426986694336,48.69369888305664,50.74689865112305,56414700.0,0
20181122,50.718299865722656,51.54690170288086,42.75130081176758,42.75130081176758,32667900.0,0
20181123,42.50279998779297,59.46699905395508,36.86959838867188,54.02980041503906,118574000.0,0
20181124,52.82109832763672,68.25450134277344,50.6963996887207,58.502201080322266,172732000.0,0
20181125,60.28419876098633,91.54329681396484,57.31819915771485,87.38359832763672,379158000.0,0
20181126,88.73780059814453,125.53399658203124,87.91739654541016,111.6969985961914,589274000.0,0
20181127,113.41999816894533,121.86900329589844,84.9531021118164,91.94450378417967,296211000.0,0
20181128,90.6165008544922,103.88500213623048,80.94989776611328,97.93589782714844,308722000.0,0
20181129,97.92820739746094,100.30467224121094,91.83736419677734,98.06893157958984,130600465.0,0
20181130,97.28663635253906,106.3490982055664,92.84005737304688,95.28273010253906,166060949.0,0
20181201,95.1103973388672,96.63200378417967,87.8499755859375,93.53663635253906,75286999.0,0
20181202,93.00228118896484,103.36309051513672,92.59972381591795,100.3718490600586,108434556.0,0
20181203,99.87864685058594,100.19392395019533,91.22938537597656,94.4617156982422,79018303.0,0
20181204,94.32264709472656,94.74893951416016,89.9161605834961,90.18128967285156,56754945.0,0
20181205,90.21820068359376,93.64505767822266,84.57877349853516,86.3110122680664,75407123.0,0
20181206,86.16136169433594,110.13687133789062,86.16136169433594,103.69243621826172,194059088.0,0
20181207,103.51594543457033,113.66864776611328,94.82354736328124,103.8786849975586,217760983.0,0
20181208,103.79357147216795,104.0845184326172,96.3532943725586,98.68031311035156,76137934.0,0
20181209,98.4205551147461,99.71310424804688,93.23067474365234,97.41510772705078,72826742.0,0
20181210,97.36524963378906,101.49767303466795,95.2322006225586,95.31970977783205,63688727.0,0
20181211,95.33892822265624,95.33892822265624,87.25813293457031,90.24471282958984,63771772.0,0
20181212,90.0174560546875,92.57950592041016,88.04312896728516,88.84349822998047,42144081.0,0
20181213,88.73006439208984,88.87541961669922,77.5331039428711,78.3715591430664,58473172.0,0
20181214,78.37265014648438,81.28231048583984,69.94432067871094,70.27165222167969,66921657.0,0
20181215,69.98171997070312,73.15150451660156,64.51956939697266,68.13880157470703,61398931.0,0
20181216,67.92063903808594,79.28074645996094,67.62187194824219,77.34347534179688,95335466.0,0
20181217,78.52210235595703,82.40558624267578,75.26751708984375,81.69871520996094,106775615.0,0
