Crypto,Date,Open,High,Low,Close
BTC,08/04/2021,38113,39851,37558,39706
BTC,08/03/2021,38861,39773,37768,38113
BTC,08/02/2021,41310,41313,38720,38857
BTC,08/01/2021,41516,42551,40694,41310
BTC,7/31/21,40860,42247,40693,41516
BTC,7/30/21,39722,41290,38389,40860
BTC,7/29/21,40068,40630,39337,39722
BTC,7/28/21,38000,40830,37988,40068
BTC,7/27/21,37598,38732,36453,38000
BTC,7/26/21,34481,40502,34455,37598
BTC,7/25/21,33919,34800,33851,34481
BTC,7/24/21,32477,34518,32476,33919
BTC,7/23/21,32257,32879,32038,32477
BTC,7/22/21,31864,32597,31716,32257
BTC,7/21/21,29864,32800,29513,31864
BTC,7/20/21,30793,31004,29336,29864
BTC,7/19/21,31663,31920,30568,30793
BTC,7/18/21,31755,32404,31159,31663
BTC,7/17/21,31850,31932,31224,31755
BTC,7/16/21,31748,32233,31085,31850
BTC,7/15/21,32811,33162,31174,31748
BTC,7/14/21,32519,33066,31628,32811
BTC,7/13/21,32833,33315,32239,32519
BTC,07/12/2021,33859,34611,32660,32833
BTC,07/11/2021,33329,34077,33279,33859
BTC,07/10/2021,33508,34229,33098,33329
BTC,07/09/2021,32788,33667,32302,33508
BTC,07/08/2021,34550,34550,32142,32788
BTC,07/07/2021,33941,35040,33724,34550
BTC,07/06/2021,33847,35058,33601,33941
BTC,07/05/2021,35542,35945,33171,33847
BTC,07/04/2021,34715,35679,34297,35542
BTC,07/03/2021,33124,34926,33106,34715
BTC,07/02/2021,33411,33955,32747,33124
BTC,07/01/2021,34585,35203,32819,33411
BTC,6/30/21,36156,36301,34075,34585
BTC,6/29/21,34682,36548,34142,36156
BTC,6/28/21,32648,35224,32493,34721
BTC,6/27/21,31315,33555,30968,32648
BTC,6/26/21,32212,32638,30190,31329
BTC,6/25/21,34858,35496,31508,32212
BTC,6/24/21,33066,35228,32364,34857
BTC,6/23/21,32895,34789,31772,33066
BTC,6/22/21,32622,33240,29002,32895
BTC,6/21/21,35853,35905,31822,32622
BTC,6/20/21,36193,36193,33400,35853
BTC,6/19/21,35493,36396,34888,36193
BTC,6/18/21,37752,38186,35204,35493
BTC,6/17/21,38550,39510,37448,37752
BTC,6/16/21,39943,40473,38364,38550
BTC,6/15/21,39836,41289,39612,39949
BTC,6/14/21,40926,40926,39382,39809
BTC,6/13/21,36041,38830,34982,38830
BTC,06/12/2021,37331,37342,35509,36041
BTC,06/11/2021,36410,37537,36217,37331
BTC,06/10/2021,36387,38389,35850,36410
BTC,06/09/2021,33625,36825,32466,36406
BTC,06/08/2021,34454,34630,31101,33638
BTC,06/07/2021,35938,36767,34155,34471
BTC,06/06/2021,35857,36454,34874,35897
BTC,06/05/2021,37071,37942,35396,35826
BTC,06/04/2021,38691,39277,35626,37071
BTC,06/03/2021,37739,39469,37249,38693
BTC,06/02/2021,36313,38213,35976,37739
BTC,06/01/2021,36677,37852,35792,36330
BTC,5/31/21,36080,37465,34230,36677
BTC,5/30/21,34266,36354,33554,36115
BTC,5/29/21,35260,37236,33687,34266
BTC,5/28/21,38476,39189,35201,35245
BTC,5/27/21,38756,40401,37266,38476
BTC,5/26/21,37656,40859,37526,38731
BTC,5/25/21,39067,39845,36553,37656
BTC,5/24/21,33791,39831,33715,38999
BTC,5/23/21,38093,38397,31228,33791
BTC,5/22/21,35250,38800,33623,38086
BTC,5/21/21,40108,42124,35263,35263
BTC,5/20/21,38468,42569,35132,40108
BTC,5/19/21,43367,43569,30445,38390
BTC,5/18/21,44853,45816,42539,43318
BTC,5/17/21,44062,46552,42162,44843
BTC,5/16/21,48266,49812,43893,44062
BTC,5/15/21,49351,50661,47128,48255
BTC,5/14/21,49253,51543,48528,49351
BTC,5/13/21,54540,54820,46710,49253
BTC,05/12/2021,56942,57977,53646,54540
BTC,05/11/2021,55328,56949,54612,56942
BTC,05/10/2021,58001,59552,54000,55328
BTC,05/09/2021,59014,59318,56530,57982
BTC,05/08/2021,57713,59556,56915,59014
BTC,05/07/2021,55987,58683,55350,57699
BTC,05/06/2021,56863,58334,55427,55987
BTC,05/05/2021,54842,57909,53058,56854
BTC,05/04/2021,56821,57465,53330,54842
BTC,05/03/2021,57016,58973,56306,56826
BTC,05/02/2021,57685,57948,56130,57016
BTC,05/01/2021,56812,58459,56726,57700
BTC,4/30/21,52991,57295,52871,56803
BTC,4/29/21,54456,55191,52408,53006
BTC,4/28/21,55180,56369,53913,54456
BTC,4/27/21,53297,55289,52689,55067
BTC,4/26/21,48065,54363,47110,53297
BTC,4/25/21,50955,51113,48075,48075
BTC,4/24/21,50556,51215,48821,50955
BTC,4/23/21,51597,52220,47657,50620
BTC,4/22/21,55029,55410,51515,51843
BTC,4/21/21,56781,57079,54346,55029
BTC,4/20/21,56175,57035,53463,56852
BTC,4/19/21,56231,57554,54305,56175
BTC,4/18/21,60843,60966,51907,56239
BTC,4/17/21,61977,62490,59747,60843
BTC,4/16/21,63381,63769,60081,61962
BTC,4/15/21,62403,63649,62034,63381
BTC,4/14/21,63196,64788,61368,62357
BTC,4/13/21,60000,63621,59783,63196
BTC,04/12/2021,59607,61224,59429,60011
BTC,04/11/2021,58606,60649,58599,59607
BTC,04/10/2021,58354,61197,57876,58621
BTC,04/09/2021,57677,58879,57473,58354
BTC,04/08/2021,56221,58134,55752,57681
BTC,04/07/2021,58244,58624,55494,56157
BTC,04/06/2021,58800,59469,57391,58244
BTC,04/05/2021,58030,59231,56886,58810
BTC,04/04/2021,58038,58463,56504,58030
BTC,04/03/2021,58655,59797,57848,58063
BTC,04/02/2021,58862,60118,58526,58655
BTC,04/01/2021,58932,59441,58021,58855
BTC,3/31/21,58671,59831,57054,58932
BTC,3/30/21,57250,59408,57078,58671
BTC,3/29/21,54863,58335,54830,57176
BTC,3/28/21,55909,56616,54740,54863
BTC,3/27/21,54014,56254,53986,55916
BTC,3/26/21,51989,54262,51309,54014
BTC,3/25/21,54175,54175,50485,51989
BTC,3/24/21,54445,57159,53294,54175
BTC,3/23/21,54610,55816,53100,54346
BTC,3/22/21,57788,58373,54316,54610
BTC,3/21/21,58466,58792,55578,57792
BTC,3/20/21,58404,59909,57890,58466
BTC,3/19/21,57533,59436,56303,58426
BTC,3/18/21,57706,60040,57145,57533
BTC,3/17/21,56392,58197,54298,57834
BTC,3/16/21,56398,56952,53311,56379
BTC,3/15/21,60259,60738,55030,56398
BTC,3/14/21,61002,61674,59348,60173
BTC,3/13/21,56990,61732,56144,61002
BTC,03/12/2021,57721,58118,55160,56981
BTC,03/11/2021,56954,57918,54416,57721
BTC,03/10/2021,54313,57357,53235,56932
BTC,03/09/2021,51883,54818,51448,54313
BTC,03/08/2021,50104,51949,49368,51896
BTC,03/07/2021,48592,51343,48552,50104
BTC,03/06/2021,49138,49391,47147,48583
BTC,03/05/2021,47917,49442,46472,49138
BTC,03/04/2021,50952,51777,47555,47924
BTC,03/03/2021,47466,52564,47422,50952
BTC,03/02/2021,48844,50200,47144,47477
BTC,03/01/2021,45254,49412,44970,48844
BTC,2/28/21,46844,46859,43197,45255
BTC,2/27/21,45680,48321,45118,46844
BTC,2/26/21,48199,48821,44246,45621
BTC,2/25/21,48720,52054,48119,48199
BTC,2/24/21,48084,51337,47039,48720
BTC,2/23/21,54919,55032,45212,48016
BTC,2/22/21,57332,57616,48034,54919
BTC,2/21/21,56523,58315,54040,57332
BTC,2/20/21,55493,57485,55101,56501
BTC,2/19/21,52051,56211,50880,55493
BTC,2/18/21,52333,52524,51023,52059
BTC,2/17/21,48607,52619,48590,52333
BTC,2/16/21,48183,50513,47186,48642
BTC,2/15/21,48840,49277,45944,48183
BTC,2/14/21,47210,49698,46954,48921
BTC,2/13/21,47962,48143,46342,47210
BTC,02/12/2021,46943,48842,46438,47853
BTC,02/11/2021,45050,48593,44090,46943
BTC,02/10/2021,47357,47357,43783,45039
BTC,02/09/2021,44692,48219,44356,47357
BTC,02/08/2021,38610,44797,38085,44797
BTC,02/07/2021,40085,40481,37422,38610
BTC,02/06/2021,37853,40972,37714,40103
BTC,02/05/2021,37687,38325,36642,37853
BTC,02/04/2021,37284,38725,36281,37712
BTC,02/03/2021,35710,37450,35473,37284
BTC,02/02/2021,33667,35982,33470,35686
BTC,02/01/2021,32608,34698,32397,33667
BTC,1/31/21,34649,34789,32237,32626
BTC,1/30/21,34642,35344,32880,34649
BTC,1/29/21,33274,38641,32002,34715
BTC,1/28/21,30941,33286,29970,33274
BTC,1/27/21,31993,32879,29288,31030
BTC,1/26/21,32681,32812,30921,31993
BTC,1/25/21,31934,34860,31731,32643
BTC,1/24/21,32399,33069,31012,31934
BTC,1/23/21,33375,33642,31471,32340
BTC,1/22/21,31275,33842,28898,33375
BTC,1/21/21,34919,35664,31048,31275
BTC,1/20/21,36494,36788,33487,34892
BTC,1/19/21,36252,37843,36170,36494
BTC,1/18/21,36530,37433,34841,36255
BTC,1/17/21,35935,36828,33928,36530
BTC,1/16/21,36324,37938,35624,35785
BTC,1/15/21,38757,39673,34446,36324
BTC,1/14/21,37248,40030,36799,38863
BTC,1/13/21,34736,37358,32466,37248
BTC,01/12/2021,34088,36612,32585,34766
BTC,01/11/2021,37984,38931,30323,34184
BTC,01/10/2021,40802,41423,35193,37984
BTC,01/09/2021,39927,41401,38775,40769
BTC,01/08/2021,39596,41958,36722,39927
BTC,01/07/2021,35934,40358,35806,39596
BTC,01/06/2021,33788,36452,33478,35848
BTC,01/05/2021,31029,34221,29991,33788
BTC,01/04/2021,33581,33649,28258,31027
BTC,01/03/2021,31714,34524,31494,33581
BTC,01/02/2021,29243,33219,29050,31690
BTC,01/01/2021,28965,29650,28754,29259
BTC,5/31/23,27777,27837,26884,27120
BTC,5/30/23,27680,28019,27573,27777
BTC,5/29/23,27552,28419,27537,27680
BTC,5/28/23,26759,27661,26747,27552
BTC,5/27/23,26752,26832,26629,26759
BTC,5/26/23,26481,26913,26338,26752
BTC,5/25/23,26443,26614,25924,26481
BTC,5/24/23,27216,27241,26111,26443
BTC,5/23/23,26895,27429,26802,27216
BTC,5/22/23,26855,27048,26555,26895
BTC,5/21/23,27027,27255,26819,26855
BTC,5/20/23,26836,27159,26836,27027
BTC,5/19/23,26741,27139,26642,26836
BTC,5/18/23,27339,27465,26397,26741
BTC,5/17/23,26959,27449,26587,27339
BTC,5/16/23,27355,27388,26890,26959
BTC,5/15/23,26949,27652,26761,27355
BTC,5/14/23,26997,27227,26715,26949
BTC,5/13/23,26451,27082,26451,26998
BTC,05/12/2023,27027,27085,25883,26456
BTC,05/11/2023,27884,27887,26767,27027
BTC,05/10/2023,27670,28297,26967,27896
BTC,05/09/2023,27565,27837,27403,27670
BTC,05/08/2023,28926,28995,27297,27565
BTC,05/07/2023,28961,29261,28834,28926
BTC,05/06/2023,29531,29983,28567,28961
BTC,05/05/2023,28891,29677,28776,29531
BTC,05/04/2023,28512,29369,28512,28891
BTC,05/03/2023,28705,28794,28173,28512
BTC,05/02/2023,27705,28876,27700,28705
BTC,05/01/2023,29348,29482,27705,27705
BTC,4/30/23,29296,30006,29156,29348
BTC,4/29/23,29350,29537,29123,29296
BTC,4/28/23,29596,29782,28934,29350
BTC,4/27/23,28289,29856,28152,29596
BTC,4/26/23,27991,29963,27419,28289
BTC,4/25/23,27434,28043,27183,27991
BTC,4/24/23,27509,27985,27039,27434
BTC,4/23/23,27798,28003,27489,27509
BTC,4/22/23,27299,27871,27263,27798
BTC,4/21/23,28196,28352,27213,27299
BTC,4/20/23,29269,29269,28068,28196
BTC,4/19/23,30403,30405,29123,29269
BTC,4/18/23,29478,30454,29171,30403
BTC,4/17/23,30339,30410,29292,29474
BTC,4/16/23,30375,30606,30236,30339
BTC,4/15/23,30442,30691,30312,30375
BTC,4/14/23,30311,30976,30052,30442
BTC,4/13/23,29963,30557,29818,30311
BTC,04/12/2023,30173,30410,29739,29963
BTC,04/11/2023,29111,30488,29089,30173
BTC,04/10/2023,28108,29258,28108,29111
BTC,04/09/2023,27961,28298,27899,28108
BTC,04/08/2023,27855,28188,27847,27961
BTC,04/07/2023,27982,28103,27801,27855
BTC,04/06/2023,28185,28230,27778,27982
BTC,04/05/2023,28266,28722,27826,28185
BTC,04/04/2023,27577,28427,27337,28266
BTC,04/03/2023,28089,28463,27573,27573
BTC,04/02/2023,28467,28570,27953,28089
BTC,04/01/2023,28392,28815,28316,28467
BTC,3/31/23,28164,28654,27554,28392
BTC,3/30/23,28385,29140,27770,28154
BTC,3/29/23,27323,28612,27129,28385
BTC,3/28/23,27041,27492,26674,27329
BTC,3/27/23,27812,28133,26576,27041
BTC,3/26/23,27387,28186,27384,27811
BTC,3/25/23,27617,27806,27067,27387
BTC,3/24/23,28312,28447,27548,27632
BTC,3/23/23,27381,28732,27041,28312
BTC,3/22/23,28117,28796,26700,27360
BTC,3/21/23,28047,28462,27421,28117
BTC,3/20/23,27963,28502,27201,28047
BTC,3/19/23,27413,28432,26912,27963
BTC,3/18/23,26791,27788,26791,27413
BTC,3/17/23,24701,26991,24701,26791
BTC,3/16/23,24369,25187,24215,24701
BTC,3/15/23,24674,25260,23989,24371
BTC,3/14/23,24126,26425,23951,24674
BTC,3/13/23,21403,24538,21255,24126
BTC,03/12/2023,20453,21432,20392,21397
BTC,03/11/2023,20096,20784,19889,20453
BTC,03/10/2023,20244,20475,19594,20091
BTC,03/09/2023,22005,22005,20125,20244
BTC,03/08/2023,22050,22267,21883,22006
BTC,03/07/2023,22404,22529,21971,22050
BTC,03/06/2023,22482,22571,22313,22401
BTC,03/05/2023,22226,22633,22215,22482
BTC,03/04/2023,22246,22411,22170,22224
BTC,03/03/2023,23417,23549,22111,22246
BTC,03/02/2023,23542,23783,23219,23427
BTC,03/01/2023,23142,23942,23046,23542
BTC,2/28/23,23386,23613,23056,23159
BTC,2/27/23,23564,23869,23172,23386
BTC,2/26/23,22951,23677,22931,23565
BTC,2/25/23,23131,23241,22802,22951
BTC,2/24/23,23897,24118,22934,23131
BTC,2/23/23,23804,24592,23623,23897
BTC,2/22/23,24183,24468,23604,23804
BTC,2/21/23,24762,25147,24183,24183
BTC,2/20/23,24544,25098,23896,24762
BTC,2/19/23,24624,25175,24308,24544
BTC,2/18/23,24593,24839,24116,24624
BTC,2/17/23,24520,24987,23382,24593
BTC,2/16/23,24173,25193,24145,24520
BTC,2/15/23,22251,24189,22066,24173
BTC,2/14/23,21624,22304,21611,22251
BTC,2/13/23,21739,21894,21437,21621
BTC,02/12/2023,21829,22086,21714,21739
BTC,02/11/2023,21543,21839,21527,21829
BTC,02/10/2023,21841,21940,21507,21543
BTC,02/09/2023,22960,22999,21757,21841
BTC,02/08/2023,23191,23405,22711,22960
BTC,02/07/2023,22918,23297,22650,23201
BTC,02/06/2023,22896,23150,22643,22918
BTC,02/05/2023,23417,23452,22782,22896
BTC,02/04/2023,23380,23575,23278,23417
BTC,02/03/2023,23598,23706,23244,23387
BTC,02/02/2023,23678,24205,23581,23598
BTC,02/01/2023,22950,23789,22820,23678
BTC,1/31/23,22743,23182,22549,22950
BTC,1/30/23,23792,23870,22644,22732
BTC,1/29/23,23005,23940,22975,23792
BTC,1/28/23,23097,23184,22900,23005
BTC,1/27/23,23072,23478,22587,23097
BTC,1/26/23,23576,23762,22856,23068
BTC,1/25/23,22903,23641,22358,23576
BTC,1/24/23,22989,23158,22783,22900
BTC,1/23/23,22599,23137,22550,22989
BTC,1/22/23,23199,23215,22357,22579
BTC,1/21/23,22336,23318,22328,23199
BTC,1/20/23,20941,22387,20887,22336
BTC,1/19/23,20772,21162,20659,20941
BTC,1/18/23,21330,21532,20502,20775
BTC,1/17/23,21130,21427,20906,21330
BTC,1/16/23,20898,21413,20700,21129
BTC,1/15/23,20900,21066,20577,20898
BTC,1/14/23,19818,21204,19751,20888
BTC,1/13/23,18836,19866,18727,19818
BTC,01/12/2023,17556,19051,17517,18822
BTC,01/11/2023,17475,17570,17323,17556
BTC,01/10/2023,17190,17489,17134,17475
BTC,01/09/2023,16955,17399,16952,17190
BTC,01/08/2023,16943,17007,16913,16953
BTC,01/07/2023,16929,16981,16909,16943
BTC,01/06/2023,16846,17002,16698,16929
BTC,01/05/2023,16821,16846,16771,16846
BTC,01/04/2023,16667,16980,16641,16820
BTC,01/03/2023,16725,16799,16609,16667
BTC,01/02/2023,16591,16758,16544,16725
BTC,01/01/2023,16549,16617,16491,16591
BTC,12/30/22,16599,16644,16340,16576
BTC,12/29/22,16517,16656,16478,16599
BTC,12/28/22,16698,16759,16478,16517
BTC,12/27/22,16821,16957,16603,16698
BTC,12/26/22,16823,16910,16794,16821
BTC,12/25/22,16836,16863,16744,16823
BTC,12/24/22,16815,16865,16765,16836
BTC,12/23/22,16791,16900,16769,16815
BTC,12/22/22,16790,16862,16569,16791
BTC,12/21/22,16883,16923,16729,16790
BTC,12/20/22,16583,17023,16300,16883
BTC,12/19/22,16750,16820,16499,16583
BTC,12/18/22,16709,16796,16671,16750
BTC,12/17/22,16835,16869,16534,16709
BTC,12/16/22,17384,17524,16754,16835
BTC,12/15/22,17818,17861,17340,17384
BTC,12/14/22,17764,18338,17698,17818
BTC,12/13/22,17153,17889,17094,17764
BTC,12/12/2022,17109,17191,16884,17153
BTC,12/11/2022,17129,17258,17093,17109
BTC,12/10/2022,17109,17219,17106,17129
BTC,12/09/2022,17178,17274,17077,17109
BTC,12/08/2022,16833,17288,16763,17178
BTC,12/07/2022,16994,17125,16692,16833
BTC,12/06/2022,16970,17092,16920,16994
BTC,12/05/2022,17113,17416,16890,16970
BTC,12/04/2022,16957,17151,16876,17113
BTC,12/03/2022,17016,17133,16907,16957
BTC,12/02/2022,16931,17098,16859,17016
BTC,12/01/2022,17102,17211,16876,16931
BTC,11/30/22,16454,17103,16429,17102
BTC,11/29/22,16193,16528,16094,16454
BTC,11/28/22,16570,16586,16018,16193
BTC,11/27/22,16507,16587,16390,16570
BTC,11/26/22,16503,16678,16425,16507
BTC,11/25/22,16537,16606,16352,16503
BTC,11/24/22,16482,16769,16448,16537
BTC,11/23/22,16137,16622,16091,16482
BTC,11/22/22,15602,16251,15599,16137
BTC,11/21/22,16251,16331,15508,15602
BTC,11/20/22,16665,16799,16236,16251
BTC,11/19/22,16640,16703,16552,16665
BTC,11/18/22,16681,16963,16544,16640
BTC,11/17/22,16538,16723,16407,16681
BTC,11/16/22,16880,16968,16381,16538
BTC,11/15/22,16393,17094,16344,16880
BTC,11/14/22,16380,17111,15807,16393
BTC,11/13/22,16793,16911,16250,16380
BTC,11/12/2022,16773,17092,16619,16793
BTC,11/11/2022,17807,17857,16429,16773
BTC,11/10/2022,15788,18096,15614,17807
BTC,11/09/2022,18711,18724,15691,15788
BTC,11/08/2022,20667,20667,17302,18711
BTC,11/07/2022,21132,21179,20621,20667
BTC,11/06/2022,21367,21372,21125,21132
BTC,11/05/2022,21147,21486,21085,21367
BTC,11/04/2022,20240,21200,20164,21147
BTC,11/03/2022,20192,20387,20063,20240
BTC,11/02/2022,20481,20739,20118,20192
BTC,11/01/2022,20407,20670,20368,20481
BTC,10/31/22,20683,20819,20274,20407
BTC,10/30/22,20865,20944,20578,20688
BTC,10/29/22,20634,21020,20566,20865
BTC,10/28/22,20418,20738,20055,20649
BTC,10/27/22,20754,20901,20261,20418
BTC,10/26/22,20172,20985,20023,20754
BTC,10/25/22,19374,20397,19240,20172
BTC,10/24/22,19498,19674,19168,19374
BTC,10/23/22,19218,19517,19081,19498
BTC,10/22/22,19179,19252,19118,19220
BTC,10/21/22,19027,19227,18734,19179
BTC,10/20/22,19196,19302,18937,19022
BTC,10/19/22,19365,19375,19113,19196
BTC,10/18/22,19527,19683,19113,19373
BTC,10/17/22,19349,19631,19128,19527
BTC,10/16/22,19103,19395,19010,19352
BTC,10/15/22,19186,19219,19052,19103
BTC,10/14/22,19382,19916,19139,19187
BTC,10/13/22,19163,19501,18271,19382
BTC,10/12/2022,19026,19188,18999,19148
BTC,10/11/2022,19243,19270,18888,19026
BTC,10/10/2022,19477,19518,19137,19243
BTC,10/09/2022,19461,19558,19278,19477
BTC,10/08/2022,19549,19643,19424,19461
BTC,10/07/2022,20055,20055,19351,19549
BTC,10/06/2022,20022,20438,19890,20049
BTC,10/05/2022,20350,20402,19779,20022
BTC,10/04/2022,19590,20420,19511,20350
BTC,10/03/2022,19227,19630,18945,19590
BTC,10/02/2022,19250,19391,19062,19231
BTC,10/01/2022,19425,19476,19218,19250
BTC,9/30/22,19483,20131,19198,19420
BTC,9/29/22,19574,19726,18825,19483
BTC,9/28/22,19055,19623,18506,19565
BTC,9/27/22,19121,20366,18854,19055
BTC,9/26/22,18888,19288,18662,19135
BTC,9/25/22,19138,19142,18817,18888
BTC,9/24/22,18852,19386,18813,19138
BTC,9/23/22,19247,19481,18571,18852
BTC,9/22/22,18918,19470,18189,19247
BTC,9/21/22,18976,19713,18808,18918
BTC,9/20/22,19520,19663,18803,18970
BTC,9/19/22,19721,19721,18397,19520
BTC,9/18/22,20081,20147,19597,19721
BTC,9/17/22,19743,20178,19705,20081
BTC,9/16/22,19836,19896,19360,19743
BTC,9/15/22,19948,20376,19555,19836
BTC,9/14/22,20254,20487,19646,19948
BTC,9/13/22,22396,22733,20079,20254
BTC,09/12/2022,21643,22467,21500,22396
BTC,09/11/2022,21487,21860,21426,21643
BTC,09/10/2022,21285,21712,21192,21487
BTC,09/09/2022,19371,21411,19258,21285
BTC,09/08/2022,19393,19450,19083,19371
BTC,09/07/2022,18962,19447,18582,19393
BTC,09/06/2022,19743,20147,18734,18962
BTC,09/05/2022,19898,20048,19646,19743
BTC,09/04/2022,19739,19936,19605,19898
BTC,09/03/2022,19965,20044,19663,19739
BTC,09/02/2022,20076,20411,19778,19965
BTC,09/01/2022,20207,20291,19591,20076
BTC,8/31/22,19975,20476,19763,20207
BTC,8/30/22,20188,20567,19583,19975
BTC,8/29/22,19999,20379,19544,20188
BTC,8/28/22,20000,20152,19836,19999
BTC,8/27/22,20657,20683,19873,20000
BTC,8/26/22,21647,21795,20565,20667
BTC,8/25/22,21693,21806,21306,21647
BTC,8/24/22,21489,21879,21173,21697
BTC,8/23/22,21126,21597,20925,21489
BTC,8/22/22,21520,21688,20958,21107
BTC,8/21/22,20856,21723,20813,21520
BTC,8/20/22,21278,21361,20820,20856
BTC,8/19/22,23413,23426,21189,21278
BTC,8/18/22,23408,23577,23236,23417
BTC,8/17/22,23973,24447,23206,23408
BTC,8/16/22,24070,24253,23669,23973
BTC,8/15/22,24320,25199,23912,24070
BTC,8/14/22,24505,24992,24178,24327
BTC,8/13/22,24235,24886,24090,24505
BTC,08/12/2022,24214,24311,23634,24244
BTC,08/11/2022,23909,24859,23792,24214
BTC,08/10/2022,23147,24117,22720,23880
BTC,08/09/2022,24073,24073,22898,23147
BTC,08/08/2022,23271,24234,23081,24073
BTC,08/07/2022,23167,23285,22863,23271
BTC,08/06/2022,22969,23347,22969,23167
BTC,08/05/2022,22503,23455,22467,22969
BTC,08/04/2022,23324,23367,22443,22503
BTC,08/03/2022,23015,23607,22698,23324
BTC,08/02/2022,23027,23450,22679,23015
BTC,08/01/2022,23804,23824,22878,23027
BTC,7/31/22,23979,24164,23439,23804
BTC,7/30/22,23952,24613,23704,23979
BTC,7/29/22,24012,24310,23486,23952
BTC,7/28/22,22795,24167,22586,24012
BTC,7/27/22,20964,23026,20834,22795
BTC,7/26/22,22166,22176,20753,20964
BTC,7/25/22,22749,23007,21582,22166
BTC,7/24/22,22319,22876,22242,22749
BTC,7/23/22,22603,22999,21978,22319
BTC,7/22/22,23134,23689,22532,22603
BTC,7/21/22,23305,23780,22376,23134
BTC,7/20/22,23308,24258,22925,23305
BTC,7/19/22,21514,23660,21456,23308
BTC,7/18/22,20938,22725,20756,21514
BTC,7/17/22,21165,21645,20853,20938
BTC,7/16/22,20925,21561,20481,21165
BTC,7/15/22,20660,21181,20384,20925
BTC,7/14/22,19663,20835,19642,20660
BTC,7/13/22,19434,20013,18975,19663
BTC,07/12/2022,20402,20403,19306,19434
BTC,07/11/2022,20960,21158,20301,20396
BTC,07/10/2022,21686,21737,20684,20960
BTC,07/09/2022,21834,21997,21323,21668
BTC,07/08/2022,21608,22336,21208,21834
BTC,07/07/2022,20394,21808,20258,21608
BTC,07/06/2022,20439,20457,19765,20394
BTC,07/05/2022,19532,20692,19395,20459
BTC,07/04/2022,19106,19850,19044,19532
BTC,07/03/2022,19295,19319,18782,19106
BTC,07/02/2022,19420,19489,18997,19295
BTC,07/01/2022,18731,20742,18706,19414
BTC,6/30/22,20188,20314,18669,18731
BTC,6/29/22,20253,20414,19885,20171
BTC,6/28/22,20900,21174,20198,20253
BTC,6/27/22,21390,21490,20553,20900
BTC,6/26/22,21222,21857,21138,21390
BTC,6/25/22,21194,21524,20916,21222
BTC,6/24/22,20797,21351,20676,21194
BTC,6/23/22,19898,21023,19827,20802
BTC,6/22/22,20836,20979,19781,19898
BTC,6/21/22,20444,21664,20257,20836
BTC,6/20/22,20501,20940,19840,20444
BTC,6/19/22,17727,20635,17727,20501
BTC,6/18/22,20618,20723,17630,17727
BTC,6/17/22,20683,21268,20219,20627
BTC,6/16/22,21693,22899,20522,20683
BTC,6/15/22,21992,22229,20111,21685
BTC,6/14/22,23238,23329,20889,21992
BTC,6/13/22,27383,27513,22617,23251
BTC,06/12/2022,28403,28659,26947,27383
BTC,06/11/2022,29194,29409,28173,28393
BTC,06/10/2022,30148,30286,28891,29194
BTC,06/09/2022,30202,30653,29961,30139
BTC,06/08/2022,31341,31515,29874,30202
BTC,06/07/2022,31432,31554,29230,31341
BTC,06/06/2022,29941,31735,29817,31432
BTC,06/05/2022,29726,30149,29539,29945
BTC,06/04/2022,29649,29888,29482,29726
BTC,06/03/2022,30242,30667,29355,29652
BTC,06/02/2022,29645,30350,29504,30242
BTC,06/01/2022,31757,31957,29367,29645
BTC,5/31/22,31271,32324,31206,31757
BTC,5/30/22,29162,31302,29153,31271
BTC,5/29/22,28996,29428,28824,29162
BTC,5/28/22,28739,29222,28524,28996
BTC,5/27/22,29447,29643,28256,28739
BTC,5/26/22,29762,29842,28158,29447
BTC,5/25/22,29429,30175,29345,29762
BTC,5/24/22,29289,29544,28665,29429
BTC,5/23/22,29910,30615,29054,29289
BTC,5/22/22,29380,30259,29254,29910
BTC,5/21/22,29121,29597,28949,29380
BTC,5/20/22,30214,30700,28714,29121
BTC,5/19/22,29205,30483,28637,30214
BTC,5/18/22,30081,30664,28749,29205
BTC,5/17/22,29880,30721,29465,30081
BTC,5/16/22,30991,31346,29179,29880
BTC,5/15/22,29370,31061,29345,30991
BTC,5/14/22,29800,30079,28661,29370
BTC,5/13/22,28572,30994,27968,29800
BTC,05/12/2022,28315,30079,25805,28572
BTC,05/11/2022,30960,32075,28233,28315
BTC,05/10/2022,31076,32624,29842,30960
BTC,05/09/2022,34604,34604,30416,31076
BTC,05/08/2022,35775,35816,33766,34604
BTC,05/07/2022,36074,36140,35749,35775
BTC,05/06/2022,36432,36648,35387,36074
BTC,05/05/2022,39780,39860,35690,36432
BTC,05/04/2022,37633,39890,37633,39780
BTC,05/03/2022,38321,38854,37543,37633
BTC,05/02/2022,38196,39108,38102,38321
BTC,05/01/2022,38332,38660,37510,38196
BTC,4/30/22,38559,38776,38201,38332
BTC,4/29/22,39928,39989,38213,38559
BTC,4/28/22,39095,40338,38877,39928
BTC,4/27/22,38128,39451,37746,39095
BTC,4/26/22,40140,40748,37757,38128
BTC,4/25/22,39539,40316,38292,40140
BTC,4/24/22,39794,39937,39046,39539
BTC,4/23/22,39597,39974,39331,39794
BTC,4/22/22,40647,40842,39214,39597
BTC,4/21/22,41435,42949,40647,40647
BTC,4/20/22,41300,42202,40935,41435
BTC,4/19/22,40665,41750,40609,41300
BTC,4/18/22,40295,40911,38639,40665
