Date,Open,High,Low,Close,Volume,Currency
09112018,88.30269623,89.56569672,50.68099976,68.75080109,2585660,0
10112018,70.26550293,98.51339722,61.19290161,87.05580139,4748070,0
11112018,87.69589996,125.1119995,83.15429688,113.4670029,8902820,0
12112018,116.4550018,123.5559998,104.4499969,112.064003,10779600,0
13112018,109.9029999,208.4019928,109.2990036,208.4019928,20708000,0
14112018,205.7559967,243.7850037,155.3820038,174.8079987,36795500,0
15112018,176.2810059,179.5140076,70.96920013,93.70279694,40105900,0
16112018,94.46510315,134.2929993,76.79489899,122.9670029,180605000,0
17112018,123.2919998,143.0279999,122.1409988,130.4799957,200816000,0
18112018,130.2929993,130.7489929,105.288002,106.223999,83486800,0
19112018,105.836998,107.711998,69.65869904,72.11340332,97310700,0
20112018,71.64859772,72.96849823,48.37979889,50.66189957,124675000,0
21112018,51.12149811,54.24269867,48.69369888,50.74689865,56414700,0
22112018,50.71829987,51.5469017,42.75130081,42.75130081,32667900,0
23112018,42.50279999,59.46699905,36.86959839,54.02980042,118574000,0
24112018,52.82109833,68.25450134,50.69639969,58.50220108,172732000,0
25112018,60.28419876,91.54329681,57.31819916,87.38359833,379158000,0
26112018,88.7378006,125.5339966,87.91739655,111.6969986,589274000,0
27112018,113.4199982,121.8690033,84.95310211,91.94450378,296211000,0
28112018,90.61650085,103.8850021,80.94989777,97.93589783,308722000,0
29112018,97.9282074,100.3046722,91.8373642,98.06893158,130600465,0
30112018,97.28663635,106.3490982,92.84005737,95.2827301,166060949,0
01122018,95.11039734,96.63200378,87.84997559,93.53663635,75286999,0
02122018,93.00228119,103.3630905,92.59972382,100.3718491,108434556,0
03122018,99.87864685,100.193924,91.22938538,94.4617157,79018303,0
04122018,94.32264709,94.74893951,89.91616058,90.18128967,56754945,0
05122018,90.21820068,93.64505768,84.5787735,86.31101227,75407123,0
06122018,86.16136169,110.1368713,86.16136169,103.6924362,194059088,0
07122018,103.5159454,113.6686478,94.82354736,103.878685,217760983,0
08122018,103.7935715,104.0845184,96.35329437,98.68031311,76137934,0
09122018,98.42055511,99.71310425,93.23067474,97.41510773,72826742,0
10122018,97.36524963,101.497673,95.23220062,95.31970978,63688727,0
11122018,95.33892822,95.33892822,87.25813293,90.24471283,63771772,0
12122018,90.01745605,92.57950592,88.04312897,88.84349823,42144081,0
13122018,88.73006439,88.87541962,77.53310394,78.37155914,58473172,0
14122018,78.37265015,81.28231049,69.94432068,70.27165222,66921657,0
15122018,69.98171997,73.15150452,64.5195694,68.13880157,61398931,0
16122018,67.92063904,79.28074646,67.62187195,77.34347534,95335466,0
17122018,78.52210236,82.40558624,75.26751709,81.69871521,106775615,0
18122018,81.75282288,85.11013031,77.32386017,84.61183929,112996794,0
19122018,84.4066391,96.96793365,82.73616791,86.51200867,188633838,0
20122018,85.49822235,119.5156631,85.11631775,112.0300293,424270497,0
21122018,110.216713,134.5878754,103.0937119,108.4186401,492080721,0
22122018,109.3313675,114.7333221,102.4944305,109.0893784,207087564,0
